200, 2, 1, 1, True,0.100000, 0.300000, 0.400000, 0.262640, 962
200, 4, 1, 2, True,0.100000, 0.300000, 0.350000, 0.264265, 962
200, 2, 1, 1, True,0.100000, 0.300000, 0.500000, 0.250668, 274
200, 4, 1, 2, True,0.100000, 0.300000, 0.550000, 0.255874, 274
200, 2, 1, 1, True,0.100000, 0.300000, 0.600000, 0.228364, 2
200, 4, 1, 2, True,0.100000, 0.300000, 0.600000, 0.240105, 2
200, 2, 1, 1, True,0.100000, 0.300000, 0.400000, 0.275102, 962
200, 4, 1, 2, True,0.100000, 0.300000, 0.350000, 0.265764, 962
200, 2, 1, 1, True,0.100000, 0.300000, 0.400000, 0.271626, 238
200, 4, 1, 2, True,0.100000, 0.300000, 0.400000, 0.270380, 238
200, 2, 1, 1, True,0.100000, 0.300000, 0.400000, 0.261222, 589
200, 4, 1, 2, True,0.100000, 0.300000, 0.400000, 0.249727, 589
200, 2, 1, 1, True,0.100000, 0.300000, 0.450000, 0.295645, 469
200, 4, 1, 2, True,0.100000, 0.300000, 0.450000, 0.265438, 469
200, 2, 1, 1, True,0.100000, 0.300000, 0.500000, 0.267481, 497
200, 4, 1, 2, True,0.100000, 0.300000, 0.450000, 0.256089, 497
200, 2, 1, 1, True,0.100000, 0.300000, 0.500000, 0.236375, 725
200, 4, 1, 2, True,0.100000, 0.300000, 0.600000, 0.238483, 725
200, 2, 1, 1, True,0.100000, 0.300000, 0.500000, 0.266127, 894
200, 4, 1, 2, True,0.100000, 0.300000, 0.550000, 0.251831, 894
200, 2, 1, 1, True,0.100000, 0.300000, 0.650000, 0.255381, 988
200, 4, 1, 2, True,0.100000, 0.300000, 0.600000, 0.246254, 988
200, 4, 1, 3, True,0.100000, 0.300000, 0.500000, 0.259040, 589
200, 4, 1, 3, True,0.100000, 0.300000, 0.450000, 0.256040, 469
200, 4, 1, 3, True,0.100000, 0.300000, 0.450000, 0.264010, 497
200, 4, 1, 3, True,0.100000, 0.300000, 0.550000, 0.248518, 725
200, 4, 1, 3, True,0.100000, 0.300000, 0.550000, 0.247861, 894
200, 4, 1, 3, True,0.100000, 0.300000, 0.550000, 0.243887, 988
200, 4, 1, 3, True,0.100000, 0.300000, 0.400000, 0.269703, 962
200, 4, 1, 3, True,0.100000, 0.300000, 0.550000, 0.257691, 274
200, 4, 1, 3, True,0.100000, 0.300000, 0.600000, 0.248767, 2
200, 4, 1, 3, True,0.100000, 0.300000, 0.350000, 0.268199, 238
