200, 2, 1, 1, True,0.100000, 0.200000, 1.000000, 0.118381, 274
200, 2, 1, 1, True,0.100000, 0.300000, 0.900000, 0.138444, 274
200, 2, 1, 1, True,0.100000, 0.400000, 0.900000, 0.157345, 274
200, 4, 1, 2, True,0.100000, 0.200000, 1.000000, 0.118500, 274
200, 4, 1, 2, True,0.100000, 0.300000, 1.000000, 0.139627, 274
200, 4, 1, 2, True,0.100000, 0.400000, 0.750000, 0.163589, 274
200, 8, 1, 3, True,0.100000, 0.200000, 1.000000, 0.123270, 274
200, 8, 1, 3, True,0.100000, 0.300000, 1.000000, 0.139041, 274
200, 8, 1, 3, True,0.100000, 0.400000, 0.900000, 0.162156, 274
200, 8, 1, 4, True,0.100000, 0.200000, 1.000000, 0.122105, 274
200, 8, 1, 4, True,0.100000, 0.300000, 1.000000, 0.133296, 274
200, 8, 1, 4, True,0.100000, 0.400000, 0.850000, 0.165667, 274
200, 8, 1, 3, True,0.100000, 0.200000, 1.000000, 0.114709, 2
200, 8, 1, 3, True,0.100000, 0.300000, 0.900000, 0.130904, 2
200, 8, 1, 3, True,0.100000, 0.400000, 0.900000, 0.153618, 2
200, 8, 1, 4, True,0.100000, 0.200000, 1.000000, 0.123555, 2
200, 8, 1, 4, True,0.100000, 0.300000, 0.950000, 0.138292, 2
200, 8, 1, 4, True,0.100000, 0.400000, 0.900000, 0.162083, 2
200, 8, 1, 3, True,0.100000, 0.200000, 0.950000, 0.121906, 962
200, 8, 1, 3, True,0.100000, 0.300000, 0.950000, 0.131055, 962
200, 8, 1, 3, True,0.100000, 0.400000, 0.900000, 0.158475, 962
200, 2, 1, 1, True,0.100000, 0.200000, 0.900000, 0.127699, 2
200, 2, 1, 1, True,0.100000, 0.300000, 0.850000, 0.154811, 2
200, 2, 1, 1, True,0.100000, 0.400000, 0.800000, 0.174434, 2
200, 4, 1, 2, True,0.100000, 0.200000, 0.950000, 0.132136, 2
200, 4, 1, 2, True,0.100000, 0.300000, 0.850000, 0.161671, 2
200, 4, 1, 2, True,0.100000, 0.400000, 0.750000, 0.191411, 2
200, 2, 1, 1, True,0.100000, 0.200000, 1.000000, 0.115940, 962
200, 2, 1, 1, True,0.100000, 0.300000, 0.950000, 0.128770, 962
200, 2, 1, 1, True,0.100000, 0.400000, 0.850000, 0.162316, 962
200, 4, 1, 2, True,0.100000, 0.200000, 0.950000, 0.114148, 962
200, 4, 1, 2, True,0.100000, 0.300000, 0.950000, 0.131199, 962
200, 4, 1, 2, True,0.100000, 0.400000, 0.900000, 0.147565, 962
200, 8, 1, 4, True,0.100000, 0.200000, 1.000000, 0.127301, 962
200, 8, 1, 4, True,0.100000, 0.300000, 0.950000, 0.148412, 962
200, 8, 1, 4, True,0.100000, 0.400000, 0.800000, 0.184252, 962
200, 2, 1, 1, True,0.100000, 0.200000, 0.950000, 0.131719, 238
200, 2, 1, 1, True,0.100000, 0.300000, 0.950000, 0.151873, 238
200, 2, 1, 1, True,0.100000, 0.400000, 0.800000, 0.186536, 238
200, 4, 1, 2, True,0.100000, 0.200000, 1.000000, 0.117251, 238
200, 4, 1, 2, True,0.100000, 0.300000, 0.900000, 0.139666, 238
200, 4, 1, 2, True,0.100000, 0.400000, 0.800000, 0.171407, 238
200, 8, 1, 3, True,0.100000, 0.200000, 1.000000, 0.119057, 238
200, 8, 1, 3, True,0.100000, 0.300000, 0.900000, 0.138527, 238
200, 8, 1, 3, True,0.100000, 0.400000, 0.900000, 0.162712, 238
200, 8, 1, 4, True,0.100000, 0.200000, 1.000000, 0.108583, 238
