0,1,2,3
0.9985326448487003,0.8896484375,0.1103515625,0.11575471410960436
0.998456293163117,0.87939453125,0.12060546875,0.12737130161521992
0.9943315985904373,0.7730712890625,0.2269287109375,0.25531699919134554
0.9879591011082148,0.853271484375,0.146728515625,0.147397997588667
0.9729144953462717,0.781494140625,0.218505859375,0.22258904512483613
0.9591559780518355,0.85107421875,0.14892578125,0.12121299818984033
0.9012678763128065,0.7529296875,0.2470703125,0.19002995901649133
0.7872031803851476,0.7249755859375,0.2750244140625,0.11641918245809502
0.6819597693959658,0.75048828125,0.24951171875,0.025837208910666987
0.6637408893582544,0.6929931640625,0.3070068359375,0.04246290960603427
0.6451908011579901,0.6243896484375,0.3756103515625,0.1464129980482286
0.3503394555137677,0.5888671875,0.4111328125,0.07124609333723358
0.2835511035568002,0.4771728515625,0.5228271484375,
0.22639543352277774,0.5560302734375,0.4439697265625,0.10835902406516834
0.18222273743931125,0.58154296875,0.41845703125,0.22161626203944143
0.0050539024009800815,0.5653076171875,0.4346923828125,0.3563533946684067
-0.07954543602040465,0.4486083984375,0.5513916015625,
-0.18894622027904223,0.5946044921875,0.4053955078125,0.2460353705670532
-0.31451597962693667,0.5986328125,0.4013671875,0.12962997048406005
-0.8538424821557942,0.786865234375,0.213134765625,0.09639250443449277
